id,dep_stn,arr_stn,ac_code,dep_date,arr_date,weather,hobbs_meter,year_man,dep_country,arr_country,delay
TU 2828 ,DJE,NTE,TU 736IOR,2017-08-24 20:25:00,2017-08-24 23.15.00,windy,5040,2010-01,Tunisia,France,28.0
UG 0011 ,DJE,TUN,TU 736IOQ,2017-08-24 20:25:00,2017-08-24 21.15.00,foggy,5882,2010-01,Tunisia,Tunisia,36.0
TU 0880 ,TUN,AMS,TU 736IOQ,2017-08-25 06:00:00,2017-08-25 08.50.00,rainy,5882,2010-01,Tunisia,Netherlands,13.0
TU 0526 ,TUN,DUS,TU 32AIMF,2017-08-25 06:25:00,2017-08-25 09.10.00,stormy,4501,2003-02,Tunisia,Germany,33.0
TU 5068 ,JED,TUN,5M 343JAI,2017-08-25 06:30:00,2017-08-25 11.25.00,sunny,7409,2000-05,Saudi Arabia,Tunisia,30.0
TU 0628 ,TUN,BOD,TU 32AIMN,2017-08-25 07:15:00,2017-08-25 09.25.00,rainy,7003,2007-05,Tunisia,France,49.0
TU 0745 ,FRA,TUN,TU 32AIMP,2017-08-25 10:00:00,2017-08-25 12.25.00,sunny,7307,2007-05,Germany,Tunisia,47.0
TU 0757 ,MXP,TUN,TU 320IMW,2017-08-25 11:10:00,2017-08-25 13.05.00,rainy,4086,2004-08,Italy,Tunisia,45.0
TU 0542 ,TUN,MUC,TU 736IOL,2017-08-25 12:50:00,2017-08-25 15.05.00,stormy,8499,2003-02,Tunisia,Germany,26.0
TU 0466 ,DJE,TUN,TU 32AIMG,2017-08-25 13:30:00,2017-08-25 14.20.00,cloudy,5467,2004-08,Tunisia,Tunisia,38.0
TU 0441 ,ORY,MIR,TU 736IOP,2017-08-25 15:10:00,2017-08-25 17.45.00,rainy,7254,2004-08,France,Tunisia,42.0
TU 0724 ,TUN,ORY,TU 320IMR,2017-08-25 18:20:00,2017-08-25 20.40.00,stormy,5351,2003-02,Tunisia,France,17.0
TU 3010 ,TUN,LYS,TU 32AIMF,2017-08-25 19:25:00,2017-08-25 21.15.00,foggy,4501,2003-02,Tunisia,France,44.0
TU 2500 ,DJE,MRS,TU 736ION,2017-08-25 21:25:00,2017-08-25 23.25.00,sunny,4293,2011-03,Tunisia,France,49.0
TU 6549 ,DJE,TUN,TU 32AIML,2017-08-25 22:45:00,2017-08-25 23.35.00,sunny,6767,2010-01,Tunisia,Tunisia,13.0
TU 0462 ,MIR,LYS,TU 32AIMD,2017-08-26 06:00:00,2017-08-26 08.00.00,stormy,4390,2004-08,Tunisia,France,14.0
TU 0602 ,TUN,ZRH,TU 32AIMN,2017-08-26 06:10:00,2017-08-26 08.15.00,foggy,7003,2007-05,Tunisia,Switzerland,12.0
TU 0750 ,TUN,LYS,TU 320IMT,2017-08-26 08:00:00,2017-08-26 09.50.00,rainy,8941,2010-01,Tunisia,France,9.0
TU 0202 ,TUN,YUL,TU 332IFM,2017-08-26 09:20:00,2017-08-26 18.15.00,stormy,4076,2000-05,Tunisia,QC,17.0
TU 0997 ,NCE,TUN,TU 736IOR,2017-08-26 10:15:00,2017-08-26 11.50.00,sunny,5040,2010-01,France,Tunisia,9.0
TU 0751 ,LYS,TUN,TU 320IMT,2017-08-26 10:40:00,2017-08-26 12.35.00,foggy,8941,2010-01,France,Tunisia,10.0
TU 0902 ,TUN,MRS,TU 32AIMH,2017-08-26 11:25:00,2017-08-26 13.00.00,cloudy,7437,2011-03,Tunisia,France,39.0
TU 0719 ,ORY,TUN,TU 320IMR,2017-08-26 12:40:00,2017-08-26 15.05.00,windy,5351,2003-02,France,Tunisia,20.0
TU 0283 ,TLS,TUN,TU 736IOR,2017-08-26 16:05:00,2017-08-26 18.00.00,sunny,5040,2010-01,France,Tunisia,23.0
TU 0680 ,MIR,MRS,TU 32AIMD,2017-08-26 17:00:00,2017-08-26 18.45.00,foggy,4390,2004-08,Tunisia,France,33.0
TU 8303 ,FRA,DJE,TU 736IOM,2017-08-26 17:55:00,2017-08-26 20.45.00,rainy,4427,2004-08,Germany,Tunisia,14.0
TU 0399 ,NIM,ABJ,TU 320IMS,2017-08-26 19:35:00,2017-08-26 21.40.00,rainy,8987,2003-02,Niger,Cote d'Ivoire,9.0
TU 0203 ,YUL,TUN,TU 332IFM,2017-08-26 20:15:00,2017-08-27 04.30.00,foggy,4076,2000-05,QC,Tunisia,40.0
TU 5072 ,JED,TUN,5K 345TFX,2017-08-26 21:20:00,2017-08-27 02.15.00,foggy,4463,2008-12,Saudi Arabia,Tunisia,15.0
TU 0711 ,TUN,CMN,PS 738PSD,2017-08-27 07:00:00,2017-08-27 09.45.00,stormy,4502,2008-12,Tunisia,Morocco,30.0
TU 0788 ,TUN,BRU,TU 320IMT,2017-08-27 07:30:00,2017-08-27 10.05.00,windy,8941,2010-01,Tunisia,Belgium,21.0
TU 0472 ,TUN,VCE,GW 320MQH,2017-08-27 07:55:00,2017-08-27 09.35.00,sunny,4939,2008-12,Tunisia,Italy,30.0
TU 0756 ,TUN,MXP,TU 32AIMN,2017-08-27 08:35:00,2017-08-27 10.20.00,foggy,7003,2007-05,Tunisia,Italy,16.0
TU 0339 ,ALG,TUN,TU 320IMV,2017-08-27 10:30:00,2017-08-27 11.40.00,sunny,4301,2004-08,Algeria,Tunisia,29.0
TU 0712 ,CMN,TUN,PS 738PSD,2017-08-27 10:35:00,2017-08-27 13.00.00,stormy,4502,2008-12,Morocco,Tunisia,25.0
TU 0757 ,MXP,TUN,TU 32AIMN,2017-08-27 11:10:00,2017-08-27 13.05.00,stormy,7003,2007-05,Italy,Tunisia,21.0
TU 0695 ,MRS,DJE,TU 32AIMF,2017-08-27 15:15:00,2017-08-27 17.10.00,foggy,4501,2003-02,France,Tunisia,20.0
TU 0705 ,TUN,CMN,TU 32AIMP,2017-08-27 16:00:00,2017-08-27 18.40.00,foggy,7307,2007-05,Tunisia,Morocco,21.0
TU 7453 ,NTE,DJE,TU 736IOQ,2017-08-27 20:05:00,2017-08-27 22.50.00,rainy,5882,2010-01,France,Tunisia,3.0
TU 0217 ,IST,TUN,TU 332IFN,2017-08-27 20:10:00,2017-08-27 22.55.00,sunny,6374,2009-04,Turkey,Tunisia,12.0
TU 3474 ,DJE,CDG,TU 736IOR,2017-08-27 21:30:00,2017-08-28 00.20.00,cloudy,5040,2010-01,Tunisia,France,19.0
TU 0708 ,TUN,ORN,PS 738PSD,2017-08-28 07:15:00,2017-08-28 09.00.00,cloudy,4502,2008-12,Tunisia,Algeria,15.0
TU 0996 ,TUN,NCE,TU 32AIMD,2017-08-28 07:50:00,2017-08-28 09.20.00,rainy,4390,2004-08,Tunisia,France,21.0
TU 3180 ,DJE,ORY,TU 736ION,2017-08-28 08:35:00,2017-08-28 11.20.00,stormy,4293,2011-03,Tunisia,France,4.0
TU 0745 ,FRA,TUN,TU 31BIMQ,2017-08-28 10:20:00,2017-08-28 12.40.00,windy,7582,2003-02,Germany,Tunisia,44.0
TU 0339 ,ALG,TUN,TU 320IMU,2017-08-28 10:30:00,2017-08-28 11.40.00,stormy,6117,2011-03,Algeria,Tunisia,9.0
TU 0757 ,MXP,TUN,TU 32AIMH,2017-08-28 11:10:00,2017-08-28 13.00.00,windy,7437,2011-03,Italy,Tunisia,37.0
TU 0526 ,TUN,DUS,TU 32AIMP,2017-08-28 13:45:00,2017-08-28 16.30.00,sunny,7307,2007-05,Tunisia,Germany,39.0
TU 0374 ,TUN,ALG,TU 320IMS,2017-08-28 13:50:00,2017-08-28 15.10.00,cloudy,8987,2003-02,Tunisia,Algeria,29.0
TU 0441 ,ORY,MIR,TU 32AIMF,2017-08-28 15:10:00,2017-08-28 17.45.00,windy,4501,2003-02,France,Tunisia,26.0
TU 2003 ,MXP,DJE,TU 736IOL,2017-08-28 18:55:00,2017-08-28 21.15.00,cloudy,8499,2003-02,Italy,Tunisia,30.0
TU 6600 ,TUN,MXP,TU 32AIMH,2017-08-28 19:25:00,2017-08-28 21.10.00,foggy,7437,2011-03,Tunisia,Italy,38.0
TU 6601 ,MXP,TUN,TU 32AIMH,2017-08-28 22:00:00,2017-08-28 23.55.00,rainy,7437,2011-03,Italy,Tunisia,22.0
TU 7268 ,MIR,PRG,TU 32AIMN,2017-08-29 04:40:00,2017-08-29 07.25.00,foggy,7003,2007-05,Tunisia,Czech Republic,19.0
TU 0880 ,TUN,AMS,TU 736IOR,2017-08-29 06:00:00,2017-08-29 08.50.00,cloudy,5040,2010-01,Tunisia,Netherlands,27.0
TU 0997 ,NCE,TUN,TU 320IMW,2017-08-29 10:15:00,2017-08-29 11.50.00,windy,4086,2004-08,France,Tunisia,14.0
TU 0643 ,VIE,TUN,TU 32AIMP,2017-08-29 11:20:00,2017-08-29 13.30.00,rainy,7307,2007-05,Austria,Tunisia,30.0
TU 0694 ,DJE,MRS,TU 32AIMG,2017-08-29 14:50:00,2017-08-29 16.50.00,foggy,5467,2004-08,Tunisia,France,27.0
TU 0375 ,ALG,TUN,PS 738PSD,2017-08-29 16:10:00,2017-08-29 17.20.00,windy,4502,2008-12,Algeria,Tunisia,20.0
TU 0857 ,MXP,TUN,TU 32AIMH,2017-08-29 16:35:00,2017-08-29 18.25.00,stormy,7437,2011-03,Italy,Tunisia,22.0
TU 0695 ,MRS,DJE,TU 32AIMG,2017-08-29 17:35:00,2017-08-29 19.35.00,stormy,5467,2004-08,France,Tunisia,20.0
TU 0724 ,TUN,ORY,TU 320IMV,2017-08-29 18:20:00,2017-08-29 20.40.00,windy,4301,2004-08,Tunisia,France,33.0
TU 3541 ,GVA,MIR,TU 736IOQ,2017-08-30 08:45:00,2017-08-30 10.50.00,windy,5882,2010-01,Switzerland,Tunisia,7.0
TU 0848 ,BEY,TUN,TU 320IMW,2017-08-30 09:40:00,2017-08-30 13.10.00,sunny,4086,2004-08,Lebanon,Tunisia,15.0
TU 0635 ,ORY,DJE,TU 32AIMM,2017-08-30 09:50:00,2017-08-30 12.40.00,stormy,5648,1999-11,France,Tunisia,10.0
TU 0791 ,LGW,TUN,TU 320IMR,2017-08-30 10:00:00,2017-08-30 12.40.00,cloudy,5351,2003-02,United Kingdom,Tunisia,49.0
TU 0751 ,LYS,TUN,TU 320IMU,2017-08-30 10:40:00,2017-08-30 12.35.00,sunny,6117,2011-03,France,Tunisia,15.0
TU 6344 ,DJE,TBJ,D4 319CQG,2017-08-30 13:10:00,2017-08-30 14.05.00,stormy,9137,1999-11,Tunisia,Tunisia,20.0
TU 0903 ,MRS,TUN,TU 32AIMN,2017-08-30 13:50:00,2017-08-30 15.25.00,rainy,7003,2007-05,France,Tunisia,20.0
TU 6390 ,MIR,CDG,TU 736IOQ,2017-08-30 17:00:00,2017-08-30 19.35.00,rainy,5882,2010-01,Tunisia,France,9.0
TU 0724 ,TUN,ORY,TU 32AIMN,2017-08-30 18:20:00,2017-08-30 20.40.00,foggy,7003,2007-05,Tunisia,France,17.0
TU 3101 ,CDG,DJE,TU 32AIMD,2017-08-31 00:30:00,2017-08-31 03.25.00,windy,4390,2004-08,France,Tunisia,15.0
TU 0725 ,ORY,TUN,TU 32AIMN,2017-08-31 06:00:00,2017-08-31 08.25.00,cloudy,7003,2007-05,France,Tunisia,7.0
TU 0930 ,TUN,TUN,TU 320IMT,2017-08-31 06:25:00,2017-08-31 08.00.00,stormy,8941,2010-01,Tunisia,Tunisia,19.0
TU 0717 ,ORY,TUN,TU 332IFM,2017-08-31 09:20:00,2017-08-31 11.45.00,foggy,4076,2000-05,France,Tunisia,13.0
TU 0735 ,ORY,DJE,TU 32AIMD,2017-08-31 17:10:00,2017-08-31 20.00.00,rainy,4390,2004-08,France,Tunisia,46.0
TU 0397 ,OUA,ABJ,TU 320IMW,2017-08-31 20:15:00,2017-08-31 21.40.00,sunny,4086,2004-08,Burkina Faso,Cote d'Ivoire,47.0
TU 0283 ,TLS,TUN,TU 736ION,2017-09-01 10:05:00,2017-09-01 12.00.00,foggy,4293,2011-03,France,Tunisia,48.0
TU 0629 ,BOD,TUN,TU 32AIMP,2017-09-01 10:10:00,2017-09-01 12.20.00,foggy,7307,2007-05,France,Tunisia,42.0
TU 0649 ,FRA,DJE,TU 736IOR,2017-09-01 17:00:00,2017-09-01 19.50.00,sunny,5040,2010-01,Germany,Tunisia,16.0
TU 0227 ,BEG,TUN,PS 738PSD,2017-09-01 17:25:00,2017-09-01 19.25.00,stormy,4502,2008-12,Serbia and Montenegro,Tunisia,45.0
TU 0750 ,TUN,LYS,TU 320IMT,2017-09-02 08:00:00,2017-09-02 09.50.00,rainy,8941,2010-01,Tunisia,France,41.0
TU 0463 ,LYS,MIR,TU 32AIMG,2017-09-02 08:55:00,2017-09-02 11.00.00,sunny,5467,2004-08,France,Tunisia,3.0
TU 7085 ,PRG,MIR,TU 736IOQ,2017-09-02 09:10:00,2017-09-02 11.45.00,windy,5882,2010-01,Czech Republic,Tunisia,45.0
TU 0997 ,NCE,TUN,TU 320IMV,2017-09-02 10:15:00,2017-09-02 11.50.00,foggy,4301,2004-08,France,Tunisia,13.0
TU 0751 ,LYS,TUN,TU 320IMT,2017-09-02 10:40:00,2017-09-02 12.35.00,foggy,8941,2010-01,France,Tunisia,38.0
TU 0485 ,ZRH,DJE,TU 32AIMD,2017-09-02 15:55:00,2017-09-02 18.25.00,foggy,4390,2004-08,Switzerland,Tunisia,14.0
TU 0721 ,ORY,TUN,TU 332IFN,2017-09-02 17:00:00,2017-09-02 19.25.00,stormy,6374,2009-04,France,Tunisia,40.0
TU 2701 ,MRS,TUN,TU 736IOL,2017-09-02 21:10:00,2017-09-02 22.45.00,windy,8499,2003-02,France,Tunisia,49.0
TU 0744 ,TUN,FRA,TU 32AIML,2017-09-03 06:55:00,2017-09-03 09.30.00,windy,6767,2010-01,Tunisia,Germany,40.0
TU 0472 ,TUN,VCE,TU 736IOL,2017-09-03 07:55:00,2017-09-03 09.35.00,sunny,8499,2003-02,Tunisia,Italy,18.0
TU 0683 ,NCE,DJE,TU 736IOQ,2017-09-03 08:55:00,2017-09-03 10.55.00,windy,5882,2010-01,France,Tunisia,30.0
TU 0694 ,DJE,MRS,TU 736IOQ,2017-09-03 12:25:00,2017-09-03 14.25.00,stormy,5882,2010-01,Tunisia,France,20.0
TU 0998 ,TUN,NCE,TU 32AIMF,2017-09-03 14:15:00,2017-09-03 15.45.00,stormy,4501,2003-02,Tunisia,France,20.0
TU 0695 ,MRS,DJE,TU 736IOQ,2017-09-03 15:15:00,2017-09-03 17.10.00,foggy,5882,2010-01,France,Tunisia,18.0
TU 0853 ,FCO,TUN,TU 736IOL,2017-09-03 15:15:00,2017-09-03 16.30.00,foggy,8499,2003-02,Italy,Tunisia,25.0
TU 0607 ,MAD,TUN,TU 320IMV,2017-09-03 17:25:00,2017-09-03 19.30.00,foggy,4301,2004-08,Spain,Tunisia,38.0
TU 7453 ,NTE,DJE,TU 736IOQ,2017-09-03 21:10:00,2017-09-03 23.55.00,sunny,5882,2010-01,France,Tunisia,33.0
TU 3002 ,TUN,CDG,TU 32AIMH,2017-09-03 22:55:00,2017-09-04 01.15.00,foggy,7437,2011-03,Tunisia,France,35.0
TU 0613 ,BKO,TUN,TU 320IMT,2017-09-04 01:00:00,2017-09-04 05.40.00,sunny,8941,2010-01,Mali,Tunisia,40.0
TU 2744 ,MIR,LYS,TU 32AIMD,2017-09-04 02:35:00,2017-09-04 04.35.00,sunny,4390,2004-08,Tunisia,France,19.0
TU 0996 ,TUN,NCE,TU 32AIMH,2017-09-04 07:50:00,2017-09-04 09.20.00,rainy,7437,2011-03,Tunisia,France,35.0
TU 0752 ,TUN,FCO,TU 320IMW,2017-09-04 08:20:00,2017-09-04 09.45.00,foggy,4086,2004-08,Tunisia,Italy,5.0
TU 0931 ,MRS,TUN,TU 320IMU,2017-09-04 08:50:00,2017-09-04 10.25.00,stormy,6117,2011-03,France,Tunisia,25.0
TU 0789 ,BRU,TUN,TU 320IMT,2017-09-04 11:00:00,2017-09-04 13.35.00,rainy,8941,2010-01,Belgium,Tunisia,5.0
TU 0848 ,BEY,TUN,TU 320IMR,2017-09-04 11:05:00,2017-09-04 14.35.00,foggy,5351,2003-02,Lebanon,Tunisia,40.0
TU 0250 ,MIR,NCE,TU 32AIMM,2017-09-04 12:00:00,2017-09-04 13.40.00,windy,5648,1999-11,Tunisia,France,38.0
TU 0720 ,TUN,ORY,TU 32AIMH,2017-09-04 12:35:00,2017-09-04 14.55.00,sunny,7437,2011-03,Tunisia,France,35.0
TU 0856 ,TUN,MXP,PS 738PSD,2017-09-04 14:00:00,2017-09-04 15.45.00,cloudy,4502,2008-12,Tunisia,Italy,35.0
TU 0251 ,NCE,MIR,TU 32AIMM,2017-09-04 14:30:00,2017-09-04 16.10.00,rainy,5648,1999-11,France,Tunisia,30.0
TU 2002 ,DJE,MXP,TU 736ION,2017-09-04 15:50:00,2017-09-04 18.05.00,rainy,4293,2011-03,Tunisia,Italy,5.0
TU 0928 ,TUN,MRS,TU 332IFM,2017-09-04 16:15:00,2017-09-04 17.50.00,sunny,4076,2000-05,Tunisia,France,40.0
TU 0724 ,TUN,ORY,TU 32AIMF,2017-09-04 18:20:00,2017-09-04 20.40.00,foggy,4501,2003-02,Tunisia,France,18.0
TU 2830 ,DJE,CDG,TU 320IMU,2017-09-05 00:55:00,2017-09-05 03.35.00,foggy,6117,2011-03,Tunisia,France,40.0
TU 7174 ,MIR,BUD,TU 32AIMM,2017-09-05 04:00:00,2017-09-05 06.20.00,windy,5648,1999-11,Tunisia,Hungary,4.0
TU 2691 ,CDG,TUN,TU 32AIMP,2017-09-05 04:55:00,2017-09-05 07.25.00,rainy,7307,2007-05,France,Tunisia,40.0
TU 0996 ,TUN,NCE,TU 32AIMN,2017-09-05 07:50:00,2017-09-05 09.20.00,cloudy,7003,2007-05,Tunisia,France,29.0
TU 0603 ,ZRH,TUN,TU 736IOR,2017-09-05 09:10:00,2017-09-05 11.20.00,cloudy,5040,2010-01,Switzerland,Tunisia,34.0
TU 0745 ,FRA,TUN,TU 320IMW,2017-09-05 12:25:00,2017-09-05 14.45.00,rainy,4086,2004-08,Germany,Tunisia,15.0
TU 3400 ,DJE,CDG,TU 736IOR,2017-09-05 13:50:00,2017-09-05 16.40.00,windy,5040,2010-01,Tunisia,France,40.0
TU 0694 ,DJE,MRS,D4 319CQG,2017-09-05 14:50:00,2017-09-05 16.50.00,sunny,9137,1999-11,Tunisia,France,25.0
TU 0610 ,TUN,CZL,TU 32AIMH,2017-09-05 15:00:00,2017-09-05 15.50.00,sunny,7437,2011-03,Tunisia,Algeria,7.0
TU 3401 ,CDG,DJE,TU 736IOR,2017-09-05 17:25:00,2017-09-05 20.20.00,sunny,5040,2010-01,France,Tunisia,40.0
TU 0695 ,MRS,DJE,D4 319CQG,2017-09-05 17:35:00,2017-09-05 19.35.00,sunny,9137,1999-11,France,Tunisia,20.0
TU 3046 ,DJE,CDG,TU 32AIMM,2017-09-05 18:50:00,2017-09-05 21.35.00,sunny,5648,1999-11,Tunisia,France,10.0
TU 2921 ,CDG,TUN,TU 32AIMN,2017-09-06 05:20:00,2017-09-06 07.50.00,foggy,7003,2007-05,France,Tunisia,49.0
TU 0711 ,TUN,CMN,TU 320IMU,2017-09-06 07:00:00,2017-09-06 09.40.00,cloudy,6117,2011-03,Tunisia,Morocco,22.0
TU 0931 ,MRS,TUN,TU 320IMR,2017-09-06 08:50:00,2017-09-06 10.25.00,rainy,5351,2003-02,France,Tunisia,25.0
TU 6344 ,DJE,MIR,TU 736ION,2017-09-06 14:30:00,2017-09-06 15.15.00,rainy,4293,2011-03,Tunisia,Tunisia,25.0
TU 0724 ,TUN,ORY,TU 320IMU,2017-09-06 18:20:00,2017-09-06 20.40.00,rainy,6117,2011-03,Tunisia,France,21.0
TU 0203 ,YUL,TUN,TU 332IFN,2017-09-07 02:10:00,2017-09-07 10.25.00,cloudy,6374,2009-04,QC,Tunisia,35.0
TU 0214 ,TUN,IST,TU 31AIMJ,2017-09-07 06:15:00,2017-09-07 08.50.00,stormy,3329,2004-08,Tunisia,Turkey,39.0
TU 0930 ,TUN,MRS,TU 32AIMM,2017-09-07 06:25:00,2017-09-07 08.00.00,foggy,5648,1999-11,Tunisia,France,34.0
TU 0997 ,NCE,TUN,TU 32AIMN,2017-09-07 10:15:00,2017-09-07 11.50.00,windy,7003,2007-05,France,Tunisia,12.0
TU 0515 ,BCN,TUN,TU 736IOL,2017-09-07 10:40:00,2017-09-07 12.15.00,sunny,8499,2003-02,Spain,Tunisia,20.0
TU 0440 ,MIR,ORY,TU 32AIML,2017-09-07 11:50:00,2017-09-07 14.20.00,sunny,6767,2010-01,Tunisia,France,9.0
TU 0208 ,TUN,NTE,TU 736IOP,2017-09-07 13:20:00,2017-09-07 15.45.00,sunny,7254,2004-08,Tunisia,France,41.0
TU 0588 ,DJE,LYS,TU 736ION,2017-09-07 13:40:00,2017-09-07 16.00.00,rainy,4293,2011-03,Tunisia,France,10.0
TU 0724 ,TUN,ORY,TU 32AIMN,2017-09-07 18:20:00,2017-09-07 20.40.00,windy,7003,2007-05,Tunisia,France,25.0
TU 0706 ,CMN,TUN,TU 31BIMQ,2017-09-07 19:35:00,2017-09-07 21.55.00,foggy,7582,2003-02,Morocco,Tunisia,12.0
TU 0716 ,TUN,ORY,TU 332IFM,2017-09-08 06:00:00,2017-09-08 08.20.00,rainy,4076,2000-05,Tunisia,France,43.0
TU 0930 ,TUN,MRS,TU 320IMR,2017-09-08 06:25:00,2017-09-08 08.00.00,rainy,5351,2003-02,Tunisia,France,47.0
TU 0744 ,TUN,FRA,TU 32AIMH,2017-09-08 06:30:00,2017-09-08 09.05.00,windy,7437,2011-03,Tunisia,Germany,35.0
TU 0514 ,TUN,BCN,TU 320IMV,2017-09-08 08:05:00,2017-09-08 09.50.00,windy,4301,2004-08,Tunisia,Spain,7.0
TU 0752 ,TUN,FCO,TU 31BIMQ,2017-09-08 08:20:00,2017-09-08 09.40.00,windy,7582,2003-02,Tunisia,Italy,22.0
TU 0635 ,ORY,DJE,TU 32AIMF,2017-09-08 09:50:00,2017-09-08 12.40.00,windy,4501,2003-02,France,Tunisia,45.0
TU 0850 ,TUN,LYS,TU 320IMW,2017-09-08 14:00:00,2017-09-08 15.50.00,windy,4086,2004-08,Tunisia,France,30.0
TU 0998 ,TUN,NCE,TU 736IOR,2017-09-08 14:15:00,2017-09-08 15.45.00,stormy,5040,2010-01,Tunisia,France,10.0
TU 0588 ,DJE,LYS,TU 31AIMJ,2017-09-08 14:30:00,2017-09-08 16.40.00,stormy,3329,2004-08,Tunisia,France,30.0
TU 0721 ,ORY,TUN,TU 332IFN,2017-09-08 15:55:00,2017-09-08 18.20.00,stormy,6374,2009-04,France,Tunisia,40.0
TU 0467 ,TUN,DJE,TU 32AIMF,2017-09-08 22:35:00,2017-09-08 23.30.00,windy,4501,2003-02,Tunisia,Tunisia,25.0
TU 0931 ,MRS,TUN,TU 320IMT,2017-09-09 08:50:00,2017-09-09 10.25.00,cloudy,8941,2010-01,France,Tunisia,15.0
TU 0463 ,LYS,MIR,TU 32AIMP,2017-09-09 08:55:00,2017-09-09 11.00.00,rainy,7307,2007-05,France,Tunisia,11.0
TU 0718 ,TUN,ORY,TU 320IMU,2017-09-09 09:20:00,2017-09-09 11.40.00,foggy,6117,2011-03,Tunisia,France,48.0
TU 0635 ,ORY,DJE,D4 320CQP,2017-09-09 09:50:00,2017-09-09 12.40.00,cloudy,4194,2004-08,France,Tunisia,21.0
TU 4750 ,DJE,VIE,TU 736IOL,2017-09-09 14:00:00,2017-09-09 16.40.00,rainy,8499,2003-02,Tunisia,Austria,25.0
TU 0318 ,TUN,LIS,TU 736IOM,2017-09-09 14:40:00,2017-09-09 17.35.00,foggy,4427,2004-08,Tunisia,Portugal,42.0
TU 0399 ,TUN,NIM,TU 320IMV,2017-09-09 14:50:00,2017-09-09 18.45.00,foggy,4301,2004-08,Tunisia,Niger,44.0
TU 0709 ,ORN,CZL,TU 31BIMQ,2017-09-09 15:35:00,2017-09-09 16.45.00,sunny,7582,2003-02,Algeria,Algeria,15.0
TU 0709 ,CZL,TUN,TU 31BIMQ,2017-09-09 17:35:00,2017-09-09 18.25.00,windy,7582,2003-02,Algeria,Tunisia,9.0
TU 0319 ,LIS,TUN,TU 736IOM,2017-09-09 18:25:00,2017-09-09 21.05.00,windy,4427,2004-08,Portugal,Tunisia,40.0
TU 8538 ,DJE,OPO,TU 736IOQ,2017-09-10 05:25:00,2017-09-10 08.25.00,cloudy,5882,2010-01,Tunisia,Portugal,9.0
TU 0481 ,NTE,DJE,TU 32AIMF,2017-09-10 08:50:00,2017-09-10 11.30.00,windy,4501,2003-02,France,Tunisia,13.0
TU 0209 ,NTE,TUN,TU 736IOM,2017-09-10 10:10:00,2017-09-10 12.30.00,foggy,4427,2004-08,France,Tunisia,10.0
TU 0634 ,DJE,ORY,TU 32AIMF,2017-09-10 12:30:00,2017-09-10 15.15.00,rainy,4501,2003-02,Tunisia,France,15.0
TU 5092 ,MED,TUN,TU 332IFM,2017-09-11 04:10:00,2017-09-11 08.30.00,foggy,4076,2000-05,Saudi Arabia,Tunisia,20.0
TU 0716 ,TUN,ORY,TU 320IMR,2017-09-11 06:00:00,2017-09-11 08.20.00,windy,5351,2003-02,Tunisia,France,27.0
TU 0708 ,TUN,ORN,TU 736IOR,2017-09-11 07:15:00,2017-09-11 09.00.00,foggy,5040,2010-01,Tunisia,Algeria,29.0
TU 0555 ,SXB,DJE,TU 736IOL,2017-09-11 10:00:00,2017-09-11 12.40.00,foggy,8499,2003-02,France,Tunisia,30.0
TU 0848 ,BEY,TUN,TU 320IMW,2017-09-11 11:05:00,2017-09-11 14.35.00,rainy,4086,2004-08,Lebanon,Tunisia,10.0
TU 0441 ,ORY,MIR,TU 736IOP,2017-09-11 15:10:00,2017-09-11 17.45.00,rainy,7254,2004-08,France,Tunisia,29.0
TU 9035 ,ORY,DJE,D4 320CQP,2017-09-12 05:00:00,2017-09-12 07.35.00,rainy,4194,2004-08,France,Tunisia,3.0
UG 0003 ,DJE,TUN,TU 736IOR,2017-09-12 07:40:00,2017-09-12 08.30.00,foggy,5040,2010-01,Tunisia,Tunisia,25.0
TU 7239 ,PRG,DJE,TU 736IOL,2017-09-12 08:35:00,2017-09-12 11.25.00,stormy,8499,2003-02,Czech Republic,Tunisia,3.0
TU 0613 ,TUN,BKO,TU 320IMR,2017-09-12 14:15:00,2017-09-12 19.00.00,foggy,5351,2003-02,Tunisia,Mali,37.0
TU 7272 ,BRQ,OSR,TU 32AIMP,2017-09-12 15:20:00,2017-09-12 15.55.00,stormy,7307,2007-05,Czech Republic,Czech Republic,37.0
TU 0613 ,BKO,DKR,TU 320IMR,2017-09-12 19:50:00,2017-09-12 21.30.00,foggy,5351,2003-02,Mali,Senegal,10.0
TU 0472 ,TUN,VCE,TU 32AIMH,2017-09-13 07:55:00,2017-09-13 09.40.00,stormy,7437,2011-03,Tunisia,Italy,26.0
TU 0700 ,TUN,GVA,TU 32AIMF,2017-09-13 08:20:00,2017-09-13 10.15.00,rainy,4501,2003-02,Tunisia,Switzerland,20.0
TU 0543 ,MUC,TUN,TU 736IOR,2017-09-13 09:55:00,2017-09-13 12.05.00,foggy,5040,2010-01,Germany,Tunisia,43.0
TU 7043 ,PRG,MIR,TU 32AIMP,2017-09-13 11:15:00,2017-09-13 13.45.00,windy,7307,2007-05,Czech Republic,Tunisia,5.0
TU 0514 ,TUN,BCN,TU 32AIMH,2017-09-13 12:50:00,2017-09-13 14.35.00,stormy,7437,2011-03,Tunisia,Spain,25.0
TU 0246 ,TUN,SXB,TU 736IOR,2017-09-13 13:10:00,2017-09-13 15.30.00,cloudy,5040,2010-01,Tunisia,France,43.0
